task_type,selection_role,condition,run_id,source_dataset,model_name,retain_mechanism,reinforcement_repeats,sample_count,timestamp,source_persona_a,source_persona_b
machine_mindset,B_only,B_only,persona_20260410T050539Z_73844c72,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:06:14.037984+00:00,INTP,INTP
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260410T193115Z_bc6ea448,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:31:16.020952+00:00,ENTP,INTP
ifeval,A_history_to_B,A_history_to_B,persona_20260410T192624Z_2ac7fb7c,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:27:12.987828+00:00,ENTP,INTP
ifeval,A_only,A_only,persona_20260410T044713Z_521c9ce7,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:48:06.329708+00:00,ENTP,ENTP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260410T192943Z_476778c1,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:30:40.850155+00:00,ENTP,INTP
ifeval,B_history_to_B,B_history_to_B,persona_20260410T193103Z_040f528f,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:31:03.240624+00:00,ENTP,INTP
ifeval,B_only,B_only,persona_20260410T050624Z_698e5a3c,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:07:19.417049+00:00,INTP,INTP
ifeval,B_summary_to_B,B_summary_to_B,persona_20260410T193125Z_ad9df220,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:31:25.800735+00:00,ENTP,INTP
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260410T193132Z_38c93a2e,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T19:33:09.969499+00:00,ENTP,INFP
mbti_mcq,A_only,A_only,persona_20260410T044500Z_4f57f0a8,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:46:22.820941+00:00,ENTP,ENTP
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260410T193456Z_52f95549,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T19:36:21.149045+00:00,ENTP,INFP
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260410T193807Z_4dedca68,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T19:38:07.913875+00:00,ENTP,INFP
mbti_mcq,B_only,B_only,persona_20260410T050727Z_d086dcc8,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:08:53.705495+00:00,INFP,INFP
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260410T193830Z_097d02ac,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T19:38:30.676589+00:00,ENTP,INFP
machine_mindset,A_history_to_B,A_history_to_B,persona_20260410T193316Z_3f4ed35c,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:33:45.880459+00:00,ENTP,INFP
machine_mindset,A_only,A_only,persona_20260410T044630Z_345f59a8,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:47:02.147973+00:00,ENTP,ENTP
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260410T193627Z_4f54856f,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:37:02.932031+00:00,ENTP,INFP
machine_mindset,B_history_to_B,B_history_to_B,persona_20260410T193814Z_2b40d48b,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:38:14.217624+00:00,ENTP,INFP
machine_mindset,B_only,B_only,persona_20260410T050859Z_78b21075,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:09:34.450904+00:00,INFP,INFP
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260410T193836Z_29e1ffd5,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:38:36.830142+00:00,ENTP,INFP
ifeval,A_history_to_B,A_history_to_B,persona_20260410T193355Z_0bf20cee,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:34:49.824738+00:00,ENTP,INFP
ifeval,A_only,A_only,persona_20260410T044713Z_521c9ce7,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:48:06.329708+00:00,ENTP,ENTP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260410T193712Z_950ac7ca,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:38:01.136496+00:00,ENTP,INFP
ifeval,B_history_to_B,B_history_to_B,persona_20260410T193823Z_aa9d3805,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:38:23.885989+00:00,ENTP,INFP
ifeval,B_only,B_only,persona_20260410T050944Z_608ec481,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:10:36.423301+00:00,INFP,INFP
ifeval,B_summary_to_B,B_summary_to_B,persona_20260410T193846Z_0f2bbe1d,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:38:46.503058+00:00,ENTP,INFP
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260410T193852Z_c1d0c6f0,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T19:40:14.975588+00:00,ENTP,ESFJ
mbti_mcq,A_only,A_only,persona_20260410T044500Z_4f57f0a8,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:46:22.820941+00:00,ENTP,ENTP
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260410T194158Z_1c14e973,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T19:43:18.811534+00:00,ENTP,ESFJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260410T194501Z_193abd62,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T19:45:01.579950+00:00,ENTP,ESFJ
mbti_mcq,B_only,B_only,persona_20260410T051043Z_3d4c022f,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:12:04.485787+00:00,ESFJ,ESFJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260410T194523Z_16cf71d8,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T19:45:23.825782+00:00,ENTP,ESFJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260410T194021Z_9597f873,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:40:56.972225+00:00,ENTP,ESFJ
machine_mindset,A_only,A_only,persona_20260410T044630Z_345f59a8,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:47:02.147973+00:00,ENTP,ENTP
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260410T194325Z_600c573f,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:44:04.265518+00:00,ENTP,ESFJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260410T194507Z_e76167a8,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:45:07.718336+00:00,ENTP,ESFJ
machine_mindset,B_only,B_only,persona_20260410T051210Z_cdf09840,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:12:42.175434+00:00,ESFJ,ESFJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260410T194529Z_36285097,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:45:29.968405+00:00,ENTP,ESFJ
ifeval,A_history_to_B,A_history_to_B,persona_20260410T194106Z_722c5a72,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:41:52.040072+00:00,ENTP,ESFJ
ifeval,A_only,A_only,persona_20260410T044713Z_521c9ce7,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:48:06.329708+00:00,ENTP,ENTP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260410T194414Z_77931b45,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:44:54.924657+00:00,ENTP,ESFJ
ifeval,B_history_to_B,B_history_to_B,persona_20260410T194517Z_c7b349a5,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:45:17.132010+00:00,ENTP,ESFJ
ifeval,B_only,B_only,persona_20260410T051251Z_6eb4f53d,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:13:39.712586+00:00,ESFJ,ESFJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260410T194539Z_2a8f18be,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:45:39.470452+00:00,ENTP,ESFJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260410T194546Z_588f5e8e,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T19:47:16.907293+00:00,ENTP,ESTJ
mbti_mcq,A_only,A_only,persona_20260410T044500Z_4f57f0a8,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:46:22.820941+00:00,ENTP,ENTP
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260410T194900Z_4c0ae60c,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T19:50:17.383784+00:00,ENTP,ESTJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260410T195158Z_11d5dd6d,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-10T19:51:58.284288+00:00,ENTP,ESTJ
mbti_mcq,B_only,B_only,persona_20260410T051345Z_9e67313c,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T05:15:11.505667+00:00,ESTJ,ESTJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260410T195220Z_b5940cf0,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-10T19:52:20.716831+00:00,ENTP,ESTJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260410T194723Z_5b5bd73b,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:48:01.601402+00:00,ENTP,ESTJ
machine_mindset,A_only,A_only,persona_20260410T044630Z_345f59a8,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:47:02.147973+00:00,ENTP,ENTP
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260410T195023Z_c8730a71,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:50:56.532653+00:00,ENTP,ESTJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260410T195204Z_20d9b3af,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:52:04.506060+00:00,ENTP,ESTJ
machine_mindset,B_only,B_only,persona_20260410T051517Z_b9a2d058,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:15:52.831863+00:00,ESTJ,ESTJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260410T195227Z_480ae1dc,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:52:27.074444+00:00,ENTP,ESTJ
ifeval,A_history_to_B,A_history_to_B,persona_20260410T194811Z_7d81fd19,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:48:54.362220+00:00,ENTP,ESTJ
ifeval,A_only,A_only,persona_20260410T044713Z_521c9ce7,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:48:06.329708+00:00,ENTP,ENTP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260410T195106Z_1635f3fb,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:51:51.568344+00:00,ENTP,ESTJ
ifeval,B_history_to_B,B_history_to_B,persona_20260410T195213Z_b394e606,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-10T19:52:14.024807+00:00,ENTP,ESTJ
ifeval,B_only,B_only,persona_20260410T051602Z_73ae58d0,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T05:16:56.609372+00:00,ESTJ,ESTJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260410T195236Z_533221ba,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-10T19:52:36.854794+00:00,ENTP,ESTJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T043556Z_c0f2c41e,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T04:37:15.973780+00:00,ESTP,INTJ
mbti_mcq,A_only,A_only,persona_20260410T044813Z_e70ff536,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:49:58.464405+00:00,ESTP,ESTP
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T043916Z_7622e76d,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T04:40:34.323218+00:00,ESTP,INTJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T044218Z_895bdb61,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T04:42:18.736766+00:00,ESTP,INTJ
mbti_mcq,B_only,B_only,persona_20260410T042215Z_12ed668c,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:24:35.135436+00:00,INTJ,INTJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T044250Z_5a173077,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T04:42:50.851005+00:00,ESTP,INTJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T043725Z_cb6ba2a8,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T04:37:54.847430+00:00,ESTP,INTJ
machine_mindset,A_only,A_only,persona_20260410T045004Z_b35d998a,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:50:38.798956+00:00,ESTP,ESTP
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T044043Z_9311dbb1,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T04:41:11.046558+00:00,ESTP,INTJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T044227Z_fe1f9209,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T04:42:27.562373+00:00,ESTP,INTJ
machine_mindset,B_only,B_only,persona_20260410T042443Z_edc279e8,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:25:23.370622+00:00,INTJ,INTJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T044259Z_670fc9b4,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T04:42:59.954838+00:00,ESTP,INTJ
ifeval,A_history_to_B,A_history_to_B,persona_20260411T043810Z_2a737f8d,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T04:39:07.701245+00:00,ESTP,INTJ
ifeval,A_only,A_only,persona_20260410T045048Z_742e9468,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:51:43.505510+00:00,ESTP,ESTP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T044125Z_681c164c,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T04:42:08.800406+00:00,ESTP,INTJ
ifeval,B_history_to_B,B_history_to_B,persona_20260411T044240Z_1090f58e,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T04:42:40.652648+00:00,ESTP,INTJ
ifeval,B_only,B_only,persona_20260410T042535Z_228ccd72,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:26:28.617445+00:00,INTJ,INTJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T044313Z_d658fc75,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T04:43:13.149389+00:00,ESTP,INTJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T063754Z_71a68326,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T06:39:59.341620+00:00,ESTP,ESFP
mbti_mcq,A_only,A_only,persona_20260410T044813Z_e70ff536,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:49:58.464405+00:00,ESTP,ESTP
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T064200Z_673ad2fd,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T06:43:42.985305+00:00,ESTP,ESFP
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T064602Z_10a6ced2,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T06:46:02.172477+00:00,ESTP,ESFP
mbti_mcq,B_only,B_only,persona_20260410T042636Z_7caa0052,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:28:11.433417+00:00,ESFP,ESFP
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T064626Z_08289bb6,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T06:46:26.400992+00:00,ESTP,ESFP
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T064006Z_860d0efc,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T06:40:48.508449+00:00,ESTP,ESFP
machine_mindset,A_only,A_only,persona_20260410T045004Z_b35d998a,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:50:38.798956+00:00,ESTP,ESTP
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T064349Z_3a7e35b2,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T06:44:45.305528+00:00,ESTP,ESFP
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T064609Z_eaf10200,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T06:46:09.072902+00:00,ESTP,ESFP
machine_mindset,B_only,B_only,persona_20260410T042819Z_67143182,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:28:53.896364+00:00,ESFP,ESFP
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T064633Z_2648c1ee,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T06:46:33.394769+00:00,ESTP,ESFP
ifeval,A_history_to_B,A_history_to_B,persona_20260411T064059Z_ef149e0f,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T06:41:53.265211+00:00,ESTP,ESFP
ifeval,A_only,A_only,persona_20260410T045048Z_742e9468,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:51:43.505510+00:00,ESTP,ESTP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T064456Z_b4ea5cdf,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T06:45:53.992361+00:00,ESTP,ESFP
ifeval,B_history_to_B,B_history_to_B,persona_20260411T064619Z_5af1f2df,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T06:46:19.242000+00:00,ESTP,ESFP
ifeval,B_only,B_only,persona_20260410T042905Z_79a9b22e,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:30:03.566471+00:00,ESFP,ESFP
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T064643Z_8b4dc731,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T06:46:43.474325+00:00,ESTP,ESFP
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T084037Z_bfebb645,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T08:41:59.849879+00:00,ESTP,INFJ
mbti_mcq,A_only,A_only,persona_20260410T044813Z_e70ff536,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:49:58.464405+00:00,ESTP,ESTP
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T084346Z_8ce742b7,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T08:45:14.603099+00:00,ESTP,INFJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T084713Z_3adecda5,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T08:47:13.463850+00:00,ESTP,INFJ
mbti_mcq,B_only,B_only,persona_20260410T043011Z_e8339941,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:32:05.635446+00:00,INFJ,INFJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T084737Z_b2e5f1cf,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T08:47:37.751065+00:00,ESTP,INFJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T084207Z_6505c54d,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T08:42:40.383395+00:00,ESTP,INFJ
machine_mindset,A_only,A_only,persona_20260410T045004Z_b35d998a,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:50:38.798956+00:00,ESTP,ESTP
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T084521Z_33b6ae53,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T08:46:03.450084+00:00,ESTP,INFJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T084720Z_1722be75,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T08:47:20.455487+00:00,ESTP,INFJ
machine_mindset,B_only,B_only,persona_20260410T043213Z_524f66a9,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:32:53.235070+00:00,INFJ,INFJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T084744Z_6c1ed953,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T08:47:44.820812+00:00,ESTP,INFJ
ifeval,A_history_to_B,A_history_to_B,persona_20260411T084250Z_9f5b53cd,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T08:43:39.092182+00:00,ESTP,INFJ
ifeval,A_only,A_only,persona_20260410T045048Z_742e9468,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:51:43.505510+00:00,ESTP,ESTP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T084613Z_cfe95a88,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T08:47:05.804964+00:00,ESTP,INFJ
ifeval,B_history_to_B,B_history_to_B,persona_20260411T084730Z_84426e06,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T08:47:30.522662+00:00,ESTP,INFJ
ifeval,B_only,B_only,persona_20260410T043304Z_111c8cee,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:34:07.007677+00:00,INFJ,INFJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T084754Z_ae470a3c,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T08:47:54.881470+00:00,ESTP,INFJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T102734Z_03546d52,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T10:29:54.517237+00:00,ESTP,ENFJ
mbti_mcq,A_only,A_only,persona_20260410T044813Z_e70ff536,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:49:58.464405+00:00,ESTP,ESTP
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T103219Z_28df8ca2,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T10:34:27.114271+00:00,ESTP,ENFJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T103659Z_2c586167,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T10:36:59.185141+00:00,ESTP,ENFJ
mbti_mcq,B_only,B_only,persona_20260410T043414Z_08d8a31e,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:36:12.905267+00:00,ENFJ,ENFJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T103731Z_c87c3d51,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T10:37:31.511172+00:00,ESTP,ENFJ
machine_mindset,A_history_to_B,A_history_to_B,persona_20260411T103003Z_ad0e3dd1,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T10:30:55.292496+00:00,ESTP,ENFJ
machine_mindset,A_only,A_only,persona_20260410T045004Z_b35d998a,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:50:38.798956+00:00,ESTP,ESTP
machine_mindset,A_summary_to_B,A_summary_to_B,persona_20260411T103437Z_3f5d89f9,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T10:35:19.511878+00:00,ESTP,ENFJ
machine_mindset,B_history_to_B,B_history_to_B,persona_20260411T103707Z_c1d5518c,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,history,1,30,2026-04-11T10:37:08.047081+00:00,ESTP,ENFJ
machine_mindset,B_only,B_only,persona_20260410T043619Z_44dd0d64,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:36:57.238756+00:00,ENFJ,ENFJ
machine_mindset,B_summary_to_B,B_summary_to_B,persona_20260411T103740Z_9db98480,machine_mindset_self_awareness_eval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T10:37:40.412635+00:00,ESTP,ENFJ
ifeval,A_history_to_B,A_history_to_B,persona_20260411T103109Z_485fed3d,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T10:32:09.690435+00:00,ESTP,ENFJ
ifeval,A_only,A_only,persona_20260410T045048Z_742e9468,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:51:43.505510+00:00,ESTP,ESTP
ifeval,A_summary_to_B,A_summary_to_B,persona_20260411T103533Z_8743626a,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T10:36:49.207478+00:00,ESTP,ENFJ
ifeval,B_history_to_B,B_history_to_B,persona_20260411T103721Z_279bf2cf,ifeval,gemini-2.5-flash-lite,history,1,30,2026-04-11T10:37:21.338464+00:00,ESTP,ENFJ
ifeval,B_only,B_only,persona_20260410T043707Z_bdcedde1,ifeval,gemini-2.5-flash-lite,none,0,30,2026-04-10T04:38:08.326832+00:00,ENFJ,ENFJ
ifeval,B_summary_to_B,B_summary_to_B,persona_20260411T103753Z_6f2fe22c,ifeval,gemini-2.5-flash-lite,summary,1,30,2026-04-11T10:37:53.475722+00:00,ESTP,ENFJ
mbti_mcq,A_history_to_B,A_history_to_B,persona_20260411T121606Z_bb81cd7e,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T12:18:35.837083+00:00,ESTP,ISFJ
mbti_mcq,A_only,A_only,persona_20260410T044813Z_e70ff536,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:49:58.464405+00:00,ESTP,ESTP
mbti_mcq,A_summary_to_B,A_summary_to_B,persona_20260411T122156Z_8f6dd72c,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T12:24:13.140494+00:00,ESTP,ISFJ
mbti_mcq,B_history_to_B,B_history_to_B,persona_20260411T122627Z_32708311,mbti_questions,gemini-2.5-flash-lite,history,1,93,2026-04-11T12:26:27.281370+00:00,ESTP,ISFJ
mbti_mcq,B_only,B_only,persona_20260410T043815Z_66a04929,mbti_questions,gemini-2.5-flash-lite,none,0,93,2026-04-10T04:39:50.109713+00:00,ISFJ,ISFJ
mbti_mcq,B_summary_to_B,B_summary_to_B,persona_20260411T122654Z_7e1072f7,mbti_questions,gemini-2.5-flash-lite,summary,1,93,2026-04-11T12:26:54.430143+00:00,ESTP,ISFJ
