persona_a,persona_b,pair_id,task_type,retain_mechanism,switch_condition,matched_control_condition,n_common_samples,primary_metric_name,primary_switch_value,primary_control_value,primary_gap_abs,scs_metric_name,scs_value,rai_metric_name,rai_value,switch_reaches_target_b,final_type_switch,target_persona_b
ISTP,INTJ,ISTP_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7559,0.7487,0.0072,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.0512,,,
ISTP,INTJ,ISTP_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.5667,0.6333,0.0666,scs_lexical_similarity_to_matched_b_control,0.5286,rai_lexical_gap,-0.0707,,,
ISTP,INTJ,ISTP_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.6667,0.0333,scs_lexical_similarity_to_matched_b_control,0.4856,rai_lexical_gap,-0.0648,,,
ISTP,ESFP,ISTP_to_ESFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,0.75,0.25,scs_item_agreement_with_matched_b_control,0.7957,rai_item_agreement_gap,-0.3011,False,ENXP,ESFP
ISTP,ESFP,ISTP_to_ESFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.9032,rai_item_agreement_gap,-0.4516,False,ENFP,ESFP
ISTP,ESFP,ISTP_to_ESFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6801,0.663,0.0171,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0372,,,
ISTP,ESFP,ISTP_to_ESFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6617,0.6405,0.0212,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0587,,,
ISTP,ESFP,ISTP_to_ESFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.7,0.6333,0.0667,scs_lexical_similarity_to_matched_b_control,0.4788,rai_lexical_gap,-0.022,,,
ISTP,ESFP,ISTP_to_ESFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7667,0.6667,0.1,scs_lexical_similarity_to_matched_b_control,0.4866,rai_lexical_gap,-0.0559,,,
ISTP,INFJ,ISTP_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.828,rai_item_agreement_gap,-0.2796,True,INFJ,INFJ
ISTP,INFJ,ISTP_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.957,rai_item_agreement_gap,-0.5054,True,INFJ,INFJ
ISTP,INFJ,ISTP_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7153,0.7556,0.0403,scs_predicted_agreement_with_matched_b_control,0.1333,mean_rai_margin_a_minus_target,-0.0109,,,
ISTP,INFJ,ISTP_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7358,0.76,0.0242,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0359,,,
ISTP,INFJ,ISTP_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6333,0.0333,scs_lexical_similarity_to_matched_b_control,0.4988,rai_lexical_gap,-0.0525,,,
ISTP,INFJ,ISTP_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.6667,0.0666,scs_lexical_similarity_to_matched_b_control,0.477,rai_lexical_gap,-0.0107,,,
ISTP,ENFJ,ISTP_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.871,rai_item_agreement_gap,-0.5161,True,ENFJ,ENFJ
ISTP,ENFJ,ISTP_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.6022,True,ENFJ,ENFJ
ISTP,ENFJ,ISTP_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7377,0.771,0.0333,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.0316,,,
ISTP,ENFJ,ISTP_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.731,0.7657,0.0347,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0706,,,
ISTP,ENFJ,ISTP_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.5024,rai_lexical_gap,-0.0724,,,
ISTP,ENFJ,ISTP_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.6333,0.0667,scs_lexical_similarity_to_matched_b_control,0.467,rai_lexical_gap,-0.0328,,,
ISTP,ISFJ,ISTP_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.2903,True,ISFJ,ISFJ
ISTP,ISFJ,ISTP_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.3763,True,ISFJ,ISFJ
ISTP,ISFJ,ISTP_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7739,0.7683,0.0056,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0436,,,
ISTP,ISFJ,ISTP_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7506,0.7472,0.0034,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0695,,,
ISTP,ISFJ,ISTP_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.5667,0.1,scs_lexical_similarity_to_matched_b_control,0.5176,rai_lexical_gap,-0.0745,,,
ISTP,ISFJ,ISTP_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.4964,rai_lexical_gap,-0.0545,,,
ISTP,ENTJ,ISTP_to_ENTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.957,rai_item_agreement_gap,-0.3978,False,ESTJ,ENTJ
ISTP,ENTJ,ISTP_to_ENTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.8602,rai_item_agreement_gap,-0.3011,True,ENTJ,ENTJ
ISTP,ENTJ,ISTP_to_ENTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7423,0.7413,0.001,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0589,,,
ISTP,ENTJ,ISTP_to_ENTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.726,0.6829,0.0431,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.0461,,,
ISTP,ENTJ,ISTP_to_ENTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.5016,rai_lexical_gap,-0.0427,,,
ISTP,ENTJ,ISTP_to_ENTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7667,0.7333,0.0334,scs_lexical_similarity_to_matched_b_control,0.4921,rai_lexical_gap,-0.0329,,,
ISTP,ENTP,ISTP_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9032,rai_item_agreement_gap,-0.3226,True,ENTP,ENTP
ISTP,ENTP,ISTP_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9462,rai_item_agreement_gap,-0.3978,True,ENTP,ENTP
ISTP,ENTP,ISTP_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7067,0.7165,0.0098,scs_predicted_agreement_with_matched_b_control,0.2,mean_rai_margin_a_minus_target,-0.0491,,,
ISTP,ENTP,ISTP_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7157,0.7022,0.0135,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0496,,,
ISTP,ENTP,ISTP_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.4929,rai_lexical_gap,-0.0414,,,
ISTP,ENTP,ISTP_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.4715,rai_lexical_gap,-0.0397,,,
ISTP,ESTP,ISTP_to_ESTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.2473,True,ESTP,ESTP
ISTP,ESTP,ISTP_to_ESTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.2796,True,ESTP,ESTP
ISTP,ESTP,ISTP_to_ESTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6511,0.6872,0.0361,scs_predicted_agreement_with_matched_b_control,0.4333,mean_rai_margin_a_minus_target,-0.0279,,,
ISTP,ESTP,ISTP_to_ESTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6494,0.6395,0.0099,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0166,,,
ISTP,ESTP,ISTP_to_ESTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.7,0.6333,0.0667,scs_lexical_similarity_to_matched_b_control,0.5146,rai_lexical_gap,-0.0641,,,
ISTP,ESTP,ISTP_to_ESTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.7667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4788,rai_lexical_gap,-0.0313,,,
ISTP,ISFP,ISTP_to_ISFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,0.75,0.25,scs_item_agreement_with_matched_b_control,0.7849,rai_item_agreement_gap,-0.0645,True,ISFP,ISFP
ISTP,ISFP,ISTP_to_ISFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.2473,False,INFP,ISFP
ISTP,ISFP,ISTP_to_ISFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.696,0.746,0.05,scs_predicted_agreement_with_matched_b_control,0.1,mean_rai_margin_a_minus_target,0.0021,,,
ISTP,ISFP,ISTP_to_ISFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7279,0.7373,0.0094,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,-0.0259,,,
ISTP,ISFP,ISTP_to_ISFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.5411,rai_lexical_gap,-0.0931,,,
ISTP,ISFP,ISTP_to_ISFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.5305,rai_lexical_gap,-0.0927,,,
ISTP,ENFP,ISTP_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.828,rai_item_agreement_gap,-0.4086,True,ENFP,ENFP
ISTP,ENFP,ISTP_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9677,rai_item_agreement_gap,-0.6344,True,ENFP,ENFP
ISTP,ENFP,ISTP_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6992,0.6953,0.0039,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,-0.0568,,,
ISTP,ENFP,ISTP_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6949,0.6762,0.0187,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0675,,,
ISTP,ENFP,ISTP_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.4779,rai_lexical_gap,-0.0319,,,
ISTP,ENFP,ISTP_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7333,0.0333,scs_lexical_similarity_to_matched_b_control,0.4322,rai_lexical_gap,-0.0136,,,
ISTP,ISTJ,ISTP_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9785,rai_item_agreement_gap,-0.2688,True,ISTJ,ISTJ
ISTP,ISTJ,ISTP_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9785,rai_item_agreement_gap,-0.3118,True,ISTJ,ISTJ
ISTP,ISTJ,ISTP_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.764,0.7932,0.0292,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0458,,,
ISTP,ISTJ,ISTP_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7652,0.7541,0.0111,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0442,,,
ISTP,ISTJ,ISTP_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6,0.0667,scs_lexical_similarity_to_matched_b_control,0.5161,rai_lexical_gap,-0.067,,,
ISTP,ISTJ,ISTP_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.4972,rai_lexical_gap,-0.0407,,,
ISTP,INTP,ISTP_to_INTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.2043,False,INTJ,INTP
ISTP,INTP,ISTP_to_INTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.2473,False,INTJ,INTP
ISTP,INTP,ISTP_to_INTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7379,0.7412,0.0033,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.03,,,
ISTP,INTP,ISTP_to_INTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7484,0.7356,0.0128,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0133,,,
ISTP,INTP,ISTP_to_INTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.5492,rai_lexical_gap,-0.1055,,,
ISTP,INTP,ISTP_to_INTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.6333,0.0667,scs_lexical_similarity_to_matched_b_control,0.4789,rai_lexical_gap,-0.0297,,,
ISTP,INFP,ISTP_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.828,rai_item_agreement_gap,-0.2258,True,INFP,INFP
ISTP,INFP,ISTP_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.3763,True,INFP,INFP
ISTP,INFP,ISTP_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7507,0.743,0.0077,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,-0.0211,,,
ISTP,INFP,ISTP_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7513,0.7241,0.0272,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.0635,,,
ISTP,INFP,ISTP_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.5085,rai_lexical_gap,-0.0766,,,
ISTP,INFP,ISTP_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.6333,0.1,scs_lexical_similarity_to_matched_b_control,0.492,rai_lexical_gap,-0.0378,,,
ISTP,ESFJ,ISTP_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8602,rai_item_agreement_gap,-0.4731,True,ESFJ,ESFJ
ISTP,ESFJ,ISTP_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.5699,True,ESFJ,ESFJ
ISTP,ESFJ,ISTP_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7222,0.7263,0.0041,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.0627,,,
ISTP,ESFJ,ISTP_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7118,0.701,0.0108,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0663,,,
ISTP,ESFJ,ISTP_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.5667,0.5667,0.0,scs_lexical_similarity_to_matched_b_control,0.4767,rai_lexical_gap,-0.0498,,,
ISTP,ESFJ,ISTP_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.4867,rai_lexical_gap,-0.0697,,,
ISTP,ESTJ,ISTP_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.3978,True,ESTJ,ESTJ
ISTP,ESTJ,ISTP_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.957,rai_item_agreement_gap,-0.4409,True,ESTJ,ESTJ
ISTP,ESTJ,ISTP_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7564,0.7676,0.0112,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0582,,,
ISTP,ESTJ,ISTP_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7558,0.7417,0.0141,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0688,,,
ISTP,ESTJ,ISTP_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.5029,rai_lexical_gap,-0.0315,,,
ISTP,ESTJ,ISTP_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7667,0.1,scs_lexical_similarity_to_matched_b_control,0.528,rai_lexical_gap,-0.0668,,,
ISFP,INTJ,ISFP_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8065,rai_item_agreement_gap,-0.1828,True,INTJ,INTJ
ISFP,INTJ,ISFP_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.4731,True,INTJ,INTJ
ISFP,INTJ,ISFP_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7397,0.7631,0.0234,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0369,,,
ISFP,INTJ,ISFP_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7547,0.7487,0.006,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0676,,,
ISFP,INTJ,ISFP_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6333,0.0333,scs_lexical_similarity_to_matched_b_control,0.5116,rai_lexical_gap,-0.0323,,,
ISFP,INTJ,ISFP_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.6667,0.0333,scs_lexical_similarity_to_matched_b_control,0.4839,rai_lexical_gap,-0.0197,,,
ISFP,ESFP,ISFP_to_ESFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.2473,False,ENFP,ESFP
ISFP,ESFP,ISFP_to_ESFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.3118,False,ENFP,ESFP
ISFP,ESFP,ISFP_to_ESFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6716,0.663,0.0086,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0208,,,
ISFP,ESFP,ISFP_to_ESFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6472,0.6405,0.0067,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0311,,,
ISFP,ESFP,ISFP_to_ESFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.501,rai_lexical_gap,0.0029,,,
ISFP,ESFP,ISFP_to_ESFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4743,rai_lexical_gap,-0.0492,,,
ISFP,INFJ,ISFP_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.0538,True,INFJ,INFJ
ISFP,INFJ,ISFP_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9462,rai_item_agreement_gap,-0.2581,True,INFJ,INFJ
ISFP,INFJ,ISFP_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7459,0.7556,0.0097,scs_predicted_agreement_with_matched_b_control,0.2,mean_rai_margin_a_minus_target,-0.0033,,,
ISFP,INFJ,ISFP_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7609,0.76,0.0009,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,-0.0106,,,
ISFP,INFJ,ISFP_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.5175,rai_lexical_gap,-0.0326,,,
ISFP,INFJ,ISFP_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.6667,0.0666,scs_lexical_similarity_to_matched_b_control,0.4814,rai_lexical_gap,0.0098,,,
ISFP,ENFJ,ISFP_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.8387,rai_item_agreement_gap,-0.0968,False,ENFP,ENFJ
ISFP,ENFJ,ISFP_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.3763,True,ENFJ,ENFJ
ISFP,ENFJ,ISFP_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7644,0.771,0.0066,scs_predicted_agreement_with_matched_b_control,0.2,mean_rai_margin_a_minus_target,-0.0019,,,
ISFP,ENFJ,ISFP_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.765,0.7657,0.0007,scs_predicted_agreement_with_matched_b_control,0.4667,mean_rai_margin_a_minus_target,-0.0502,,,
ISFP,ENFJ,ISFP_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6,0.0667,scs_lexical_similarity_to_matched_b_control,0.5391,rai_lexical_gap,-0.0372,,,
ISFP,ENFJ,ISFP_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.4826,rai_lexical_gap,-0.0139,,,
ISFP,ISFJ,ISFP_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.914,rai_item_agreement_gap,-0.2581,True,ISFJ,ISFJ
